class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,convex,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
e,flat,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
p,convex,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
e,flat,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
p,convex,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
p,convex,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
e,flat,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
p,convex,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
p,convex,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
e,convex,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
p,convex,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
e,flat,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
e,flat,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
p,flat,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
e,flat,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,convex,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
e,flat,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d
e,flat,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
e,flat,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d
e,flat,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
p,flat,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
e,convex,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
e,flat,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
p,convex,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
e,flat,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
e,convex,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
e,flat,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
p,flat,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
p,convex,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
p,convex,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
e,flat,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d
p,convex,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
e,flat,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
p,bell,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
e,flat,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
e,flat,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
e,flat,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
p,convex,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
e,flat,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
e,flat,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
p,convex,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
e,flat,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
e,flat,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
p,convex,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
e,flat,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
p,convex,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
e,flat,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
e,flat,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
e,flat,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d
p,flat,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
e,flat,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
e,flat,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d
e,flat,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
e,flat,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
e,flat,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
e,flat,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
e,flat,f,c,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
p,convex,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
p,convex,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
e,flat,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
e,flat,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
e,flat,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
p,convex,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
e,flat,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,flat,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
p,flat,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
p,flat,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u
e,flat,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
p,convex,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
e,convex,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
p,convex,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
p,convex,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
p,convex,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
p,convex,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
p,flat,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
e,flat,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
p,convex,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
p,flat,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
p,convex,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
p,convex,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
e,flat,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
p,flat,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
p,flat,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
p,flat,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
p,convex,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
e,knobbed,y,n,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
p,convex,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
p,convex,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g
e,flat,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
e,knobbed,s,p,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,convex,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
p,convex,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
p,flat,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
p,flat,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
p,flat,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
e,flat,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
p,convex,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
p,convex,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
p,convex,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
p,convex,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
p,flat,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,flat,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
p,flat,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,flat,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
p,flat,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g
p,flat,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
e,convex,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d
p,flat,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
p,convex,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,convex,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,flat,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,knobbed,y,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
p,flat,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,convex,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
